상품번호,이름,연식,주행거리,차량번호,지역,현재가격,원래가격,할인금액,최초등록,연료,배기량,외관컬러,내장컬러,차종,승차인원,구동방식,변속기,압류,저당,내차피해,소유자 변경,옵션정보,배터리 용량(kWh),축전지 정격전압/용량(v/Ah),최고출력(kW),최대토크(Nm),복합(km/kWh),도심(km/kWh),고속도로(km/kWh)
HLX240816008331,2023 팰리세이드(LX2) 가솔린 3.8 2WD 7인승 캘리그래피,2022년,"18,363km",365로3404,양산,"3,930
만원","4,230
만원","300
만원 할인",2022.07.06,가솔린,"3,778cc",로버스트 에메랄드 펄,브라운,SUV,7인승,2WD,자동,없음,없음,1건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HDN241210010917,2024 쏘나타(DN8) 가솔린 1.6 터보 프리미엄,2023년,"6,420km",257도5416,양산,"2,760
만원",,,2023.11.22,가솔린,"1,598cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,자동,없음,없음,1건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선 시트 (1열)': '포함', '통풍 시트 (운전석)': '미포함', '전동 시트 (운전석)': '포함', '가죽 시트': '미포함', '전동식 트렁크': '미포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '포함', '후측방 경보 시스템': '미포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '미포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJJ241216011092,2022 G80 가솔린 3.5 터보 AWD 시그니처 디자인 셀렉션Ⅱ,2021년,"34,189km",345마4992,양산,"4,580
만원",,,2021.11.25,가솔린,"3,470cc",우유니 화이트,듄 베이지(애쉬칼라 그라데이션),승용,5인승,AWD,자동,없음,없음,없음,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HCN241011009529,2021 아반떼(CN7) 가솔린 1.6 스마트,2020년,"65,877km",260루1129,양산,"1,470
만원",,,2020.07.23,가솔린,"1,598cc",파이어리 레드 펄,블랙모노톤,승용,5인승,2WD,자동 (IVT),없음,없음,1건,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '미포함', '열선 시트 (1열)': '미포함', '통풍 시트 (운전석)': '미포함', '전동 시트 (운전석)': '미포함', '가죽 시트': '미포함', '전동식 트렁크': '미포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '포함', '후측방 경보 시스템': '미포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '미포함', '전방 주차거리 경고': '미포함'}",,,,,,,
GJJ240628007269,2021 G80 가솔린 2.5 터보 AWD 시그니처 디자인 셀렉션Ⅱ,2020년,"71,697km",399오2977,양산,"4,740
만원","4,990
만원","250
만원 할인",2020.06.17,가솔린,"2,497cc",비크 블랙,블랙모노톤(올리브 애쉬),승용,5인승,AWD,자동,없음,없음,1건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열/2열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HLX240827008531,2021 팰리세이드(LX2) 가솔린 3.8 2WD 7인승 캘리그래피,2021년,"27,111km",164라2834,양산,"3,480
만원","3,630
만원","150
만원 할인",2021.01.27,가솔린,"3,778cc",문라이트 블루 펄,블랙(고급),SUV,7인승,2WD,자동,없음,없음,1건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HTM240628007274,2021 싼타페(TM) 디젤 2.2 AWD 5인승 캘리그래피,2021년,"84,994km",394부1007,양산,"3,090
만원",,,2021.05.30,디젤,"2,151cc",크리미 화이트 펄,블랙,SUV,5인승,AWD,자동 (DCT),없음,없음,1건,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HLX240922009008,2023 팰리세이드(LX2) 가솔린 3.8 2WD 7인승 프레스티지,2022년,"15,792km",145노1984,용인,"3,810
만원","4,160
만원","350
만원 할인",2022.09.01,가솔린,"3,778cc",어비스블랙펄,네이비,SUV,7인승,2WD,자동,없음,없음,없음,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJJ241006009454,2022 G80 가솔린 2.5 터보 AWD 시그니처 디자인 셀렉션Ⅱ,2022년,"21,907km",192버2271,양산,"5,520
만원",,,2022.09.27,가솔린,"2,497cc",비크 블랙,듄 베이지(애쉬칼라 그라데이션),승용,5인승,AWD,자동,없음,없음,없음,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJX241129010763,2020 GV80 가솔린 3.5 터보 AWD 5인승 스탠다드 디자인,2020년,"49,920km",345마4955,양산,"4,840
만원",,,2020.11.10,가솔린,"3,470cc",로얄 블루,블랙모노톤,SUV,5인승,AWD,자동,없음,없음,없음,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열/2열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
